transaction_id,timestamp,merchant_name,transaction_amount,account_balance,is_fraud
6d854631-5d30-40a3-a34a-5b3dd924dac7,2024-02-18 08:55:22.923743,Ramirez Group,33319.26,33289.69,0
09df894e-41b4-4c41-bc97-f2852b883791,2024-05-01 17:55:18.624096,"Lawson, Bradley and Peters",18311.49,15553.88,0
f360d351-9c76-47a2-9f08-05053a26242f,2024-03-03 08:07:57.882543,Wagner LLC,47946.82,38491.58,0
e6bdb263-35cb-40f5-9356-3f45cf1e5db1,2024-07-30 09:23:16.690469,Brown Ltd,23569.07,16492.66,0
88d12854-c5b9-40e0-8a00-15b8c442b5f1,2024-09-08 15:11:17.206463,Campbell PLC,19143.27,87533.9,0
a28459be-710f-4de3-9c61-41ea5d5f64cd,2024-04-26 11:08:10.958556,Morris and Sons,29977.18,41148.3,0
febcf629-5347-42b8-a59d-cd65edfbfe00,2024-07-07 14:25:11.443445,"Fitzgerald, Hansen and Ruiz",43677.12,45987.34,0
a3de6bc9-bf19-4ec1-ab63-361d21de09c3,2024-08-16 08:39:41.444976,Terry-Franklin,3923.69,77450.85,0
f21307ed-e28b-457e-a3d7-33525c1dbe08,2024-01-27 16:01:06.896825,Bauer Inc,48530.63,85940.01,0
319949f3-5a76-4125-a7b4-025514fd7fdc,2024-05-11 11:57:25.753224,"Silva, Schwartz and Jones",41282.69,80306.46,0
d6d6faca-0d7d-426e-8f62-5f5774552b56,2024-02-18 18:12:32.504785,"Andrade, Gutierrez and Gibbs",33969.6,26112.02,0
9494839a-26d5-4bf3-be61-ac54d50ec89b,2024-04-08 16:48:48.008270,Thompson Inc,46042.91,91900.53,0
d6db2614-d02b-4bd9-b670-ebd1327a3673,2024-05-14 09:05:24.090775,Anderson Ltd,29110.83,19017.34,0
274bc121-d338-4c1f-b8d4-b4f2b7acc904,2024-03-03 03:28:42.238456,Wright Group,20302.91,95590.81,0
a21e9fca-bde4-42fc-9a57-d44162b05335,2024-02-09 11:13:53.698060,Patterson-Hall,5701.11,98834.93,0
2391d2ba-d89c-42b3-90ae-9db1e3ad55ed,2024-07-05 03:49:33.114430,Cooley-Orr,15773.72,69388.08,0
15fa078d-6a90-41aa-bd78-e0bacb229c37,2024-05-25 06:41:01.783043,Hernandez-Mcintyre,1034.68,20551.42,0
d9b22afb-2a47-42b0-b06f-2c5832798bbf,2024-07-12 03:43:12.829442,Sanchez PLC,34639.86,80039.33,0
ad80dd74-f73e-49a8-be9d-850f006c0eff,2024-07-06 12:06:18.208331,"Smith, Barton and Smith",3003.85,31516.84,0
e246d389-c9fe-4f15-80f4-1b6df7d7c530,2024-08-14 21:24:39.258441,Ford-Braun,44564.08,88122.64,0
a1484f15-2384-4aaf-9421-df219768c4f0,2024-06-09 23:33:42.215876,Young Ltd,28455.44,13354.09,0
1b223002-eea3-4799-ba30-07509128c660,2024-05-05 04:07:15.422076,Hayes-Patterson,3549.51,42427.96,0
412f1136-fd2b-4212-bc74-411b1baf004e,2024-04-29 11:41:31.381676,Guerrero LLC,7948.46,73947.21,0
3b9a99b3-489c-4984-a709-b04160881e3a,2024-03-07 16:05:18.150215,"Cox, Todd and Woodward",25262.77,90669.98,0
9a53b337-db74-4851-86ed-613d6e839531,2024-01-05 17:36:59.067327,"Torres, Jenkins and Little",36018.41,32825.85,1
3455de4f-1708-4994-a558-e192651c49c0,2024-05-23 09:23:58.496480,"Jones, Estes and Rivers",10745.25,17519.55,0
1bff02dd-177b-46a8-b70c-f8a4cf5bac1a,2024-01-08 16:02:40.711826,Walker-Johnson,44935.74,85907.33,0
0b7ca99a-2014-491c-8708-2b6914f37535,2024-03-02 04:38:51.678030,Johnson LLC,2758.32,44140.56,0
2235a13b-6566-42c3-be76-ed7afd83dc24,2024-01-01 06:06:56.041325,Pena-Hall,38086.86,99437.62,0
d9deb33b-18bb-4188-9d64-d943e27c4d28,2024-08-16 15:33:49.348530,Cooper Inc,47244.7,71107.16,0
ef054c34-526c-4ad5-bbd6-67e2305b6128,2024-07-03 07:58:11.742296,Bush LLC,44599.94,97221.36,0
4f7fa85a-d469-4243-978a-7b7293139d09,2024-08-27 12:39:11.412451,Jordan-Waller,19210.2,18196.81,0
a42c3e23-ab01-4650-b9c2-00d5c9f6c44f,2024-09-11 05:07:23.991782,Horn Ltd,36820.72,14980.74,0
24e93f01-6919-408c-8963-c7535025db48,2024-05-10 00:52:09.392215,Esparza-Miller,12431.1,75202.45,0
9008384c-37de-48c0-ad2e-3c16c75977c2,2024-09-03 20:24:49.013999,Rice PLC,13417.78,99211.1,0
f1c8b3c2-ab1d-4444-a024-9a9b87741710,2024-07-28 00:05:02.791092,Kirby and Sons,800.32,26026.72,0
d5d682f9-bd82-42ff-8aba-55c7dd65fcf6,2024-03-09 14:04:41.976892,"Bell, Massey and Cohen",26452.13,56913.43,0
e92d3023-f71a-4165-b6a8-1673141632f7,2024-08-08 22:11:51.477889,Rollins-Khan,37315.72,29375.03,0
464d0dfc-6b57-49cd-88c4-a5f3e6d93ac4,2024-01-05 02:10:49.206633,"Bush, Taylor and Patel",37766.88,3840.4,0
e81f5ee8-57da-4162-9efd-770f035f4540,2024-02-19 11:07:21.478431,Prince Group,16502.36,22919.09,0
0818b13d-c66d-4fd0-b8ba-47464e47d853,2024-06-14 09:41:11.415797,"Harper, Perry and Alvarez",23192.0,50690.61,0
f7112d9d-08da-4608-865e-775bb91c4c6a,2024-02-09 07:05:42.520155,"Reese, Stevens and Rhodes",31087.18,26967.81,0
dba0a952-0746-49bd-a75a-1bf5b59e9d2f,2024-01-07 12:28:05.125065,Ramirez-Perez,1999.48,55217.05,0
0ed9f12f-81b4-4136-b3e9-95aa46c317a7,2024-09-15 22:22:49.766461,"Nichols, Murray and Werner",30393.93,27421.28,0
290cda2e-4a91-47e6-a6e9-e18ab50af25c,2024-02-21 22:09:06.147511,"Davis, Cox and Lee",5660.66,12277.54,0
